author,editor,format_type,print_date,day_of_week_name,day_of_week_integer,publish_type,puzzle_id,title,version,percent_filled,solved,star,solving_seconds
Josh Knapp,Will Shortz,Normal,2018-09-07,Friday,5,Daily,15642,,3,0,False,,
Andrew J. Ries,Will Shortz,Normal,2018-09-08,Saturday,6,Daily,15640,,3,0,False,,
Hal Moore,Will Shortz,Normal,2018-09-09,Sunday,0,Daily,15645,Mixed Feelings,13,0,False,,
Jacob Stulberg,Will Shortz,Normal,2018-09-10,Monday,1,Daily,15691,,3,100,True,Gold,1183
Timothy Polin,Will Shortz,Normal,2018-09-11,Tuesday,2,Daily,15690,,3,100,True,Gold,1388
Jeffrey Wechsler,Will Shortz,Normal,2018-09-12,Wednesday,3,Daily,15689,,3,100,True,,2398
Alex Eaton-Salners,Will Shortz,Normal,2018-09-13,Thursday,4,Daily,15686,,3,100,True,,3037
John Guzzetta,Will Shortz,Normal,2018-09-14,Friday,5,Daily,15687,,3,0,False,,1
David Liben-Nowell,Will Shortz,Normal,2018-09-15,Saturday,6,Daily,15685,,3,5,False,,115
Joel Fagliano,Will Shortz,Normal,2018-09-16,Sunday,0,Daily,15688,"""Uh, What?""",5,0,False,,
Caitlin Reid,Will Shortz,Normal,2018-09-17,Monday,1,Daily,15716,,3,100,True,,1114
Greg Johnson,Will Shortz,Normal,2018-09-18,Tuesday,2,Daily,15712,,3,100,True,,2057
Jeff Chen and Scot Ober,Will Shortz,Normal,2018-09-19,Wednesday,3,Daily,15710,,3,91,False,,1918
Sam Ezersky,Will Shortz,Normal,2018-09-20,Thursday,4,Daily,15714,,43,0,False,,
Zhouqin Burnikel,Will Shortz,Normal,2018-09-21,Friday,5,Daily,15711,,3,0,False,,
Sam Trabucco,Will Shortz,Normal,2018-09-22,Saturday,6,Daily,15713,,6,0,False,,
Andrew Zhou,Will Shortz,Normal,2018-09-23,Sunday,0,Daily,15715,The Art Of Puzzle-Making,6,0,False,,
Michael Black,Will Shortz,Normal,2018-09-24,Monday,1,Daily,15781,,3,100,True,,1701
Ross Trudeau,Will Shortz,Normal,2018-09-25,Tuesday,2,Daily,15779,,3,100,True,,2310
Joel Fagliano and Melinda Gates,Will Shortz,Normal,2018-09-26,Wednesday,3,Daily,15777,,7,90,False,,2020
Daniel Kantor,Will Shortz,Normal,2018-09-27,Thursday,4,Daily,15775,,19,0,False,,
Kameron Austin Collins,Will Shortz,Normal,2018-09-28,Friday,5,Daily,15776,,6,0,False,,
David Steinberg,Will Shortz,Normal,2018-09-29,Saturday,6,Daily,15780,,3,0,False,,
Natan Last,Will Shortz,Normal,2018-09-30,Sunday,0,Daily,15778,Sleep On It,6,0,False,,
Chuck Deodene,Will Shortz,Normal,2018-10-01,Monday,1,Daily,15797,,3,100,True,,1452
Paul Coulter,Will Shortz,Normal,2018-10-02,Tuesday,2,Daily,15793,,3,83,False,,2000
Jennifer Nutt,Will Shortz,Normal,2018-10-03,Wednesday,3,Daily,15796,,4,100,True,,1759
Joon Pahk,Will Shortz,Normal,2018-10-04,Thursday,4,Daily,15792,,3,0,False,,
Robyn Weintraub,Will Shortz,Normal,2018-10-05,Friday,5,Daily,15794,,3,0,False,,
Lewis Dean Hyatt,Will Shortz,Normal,2018-10-06,Saturday,6,Daily,15791,,3,0,False,,
Tom McCoy,Will Shortz,Normal,2018-10-07,Sunday,0,Daily,15795,Mind The Gap,8,0,False,,
Jacob Stulberg,Will Shortz,Normal,2018-10-08,Monday,1,Daily,15824,,5,100,True,Gold,318
Natan Last and the J.A.S.A. Crossword Class and  Andy Kravis,Will Shortz,Normal,2018-10-09,Tuesday,2,Daily,15821,,3,100,True,,1712
Alex Eaton-Salners,Will Shortz,Normal,2018-10-10,Wednesday,3,Daily,15823,,3,92,False,,2403
Jeff Chen and Johanna Fenimore,Will Shortz,Normal,2018-10-11,Thursday,4,Daily,15820,,3,0,False,,
Bruce Haight and Erik Agard,Will Shortz,Normal,2018-10-12,Friday,5,Daily,15819,,3,0,False,,
Kevin G. Der,Will Shortz,Normal,2018-10-13,Saturday,6,Daily,15818,,2,0,False,,
Ross Trudeau,Will Shortz,Normal,2018-10-14,Sunday,0,Daily,15822,Game Hunting,7,28,False,,1138
Amanda Chung and Karl Ni,Will Shortz,Normal,2018-10-15,Monday,1,Daily,15848,,6,100,True,Gold,815
Ed Sessa,Will Shortz,Normal,2018-10-16,Tuesday,2,Daily,15845,,3,100,True,,2043
Tony Orbach and Patrick Blindauer,Will Shortz,Normal,2018-10-17,Wednesday,3,Daily,15843,,3,81,False,,1609
Erik Agard,Will Shortz,Normal,2018-10-18,Thursday,4,Daily,15847,,3,0,False,,
Trenton Charlson,Will Shortz,Normal,2018-10-19,Friday,5,Daily,15842,,3,0,False,,
Ben Gross and James Somers,Will Shortz,Normal,2018-10-20,Saturday,6,Daily,15846,,3,0,False,,
Finn Vigeland,Will Shortz,Normal,2018-10-21,Sunday,0,Daily,15844,You're Going Down,6,0,False,,
Alex Eaton-Salners,Will Shortz,Normal,2018-10-22,Monday,1,Daily,15894,,4,100,True,,1330
Kathy Wienberg,Will Shortz,Normal,2018-10-23,Tuesday,2,Daily,15890,,4,100,True,,1868
Michael Paleos,Will Shortz,Normal,2018-10-24,Wednesday,3,Daily,15889,,3,96,False,,1723
Neville Fogarty,Will Shortz,Normal,2018-10-25,Thursday,4,Daily,15893,,3,100,True,,2422
Evan Kalish,Will Shortz,Normal,2018-10-26,Friday,5,Daily,15892,,3,0,False,,
Byron Walden,Will Shortz,Normal,2018-10-27,Saturday,6,Daily,15888,,3,0,False,,
Erik Agard,Will Shortz,Normal,2018-10-28,Sunday,0,Daily,15891,Match Play,8,0,False,,
Peter Gordon,Will Shortz,Normal,2018-10-29,Monday,1,Daily,15913,,3,100,True,,1435
Jules Markey,Will Shortz,Normal,2018-10-30,Tuesday,2,Daily,15912,,5,95,False,,1499
Bruce Haight,Will Shortz,Normal,2018-10-31,Wednesday,3,Daily,15910,,4,37,False,,546
Matt Ginsberg,Will Shortz,Normal,2018-11-01,Thursday,4,Daily,15907,,3,0,False,,
David Steinberg,Will Shortz,Normal,2018-11-02,Friday,5,Daily,15909,,3,0,False,,
Ryan McCarty,Will Shortz,Normal,2018-11-03,Saturday,6,Daily,15908,,3,0,False,,
Patrick Berry,Will Shortz,Normal,2018-11-04,Sunday,0,Daily,15911,Unthemed,6,0,False,,
Roland Huget,Will Shortz,Normal,2018-11-05,Monday,1,Daily,15927,,3,100,True,,1025
Alan Southworth and Yacob Yonas,Will Shortz,Normal,2018-11-06,Tuesday,2,Daily,15926,,3,100,True,,1498
Timothy Polin,Will Shortz,Normal,2018-11-07,Wednesday,3,Daily,15924,,3,38,False,,874
Sam Ezersky,Will Shortz,Normal,2018-11-08,Thursday,4,Daily,15945,,2,0,False,,
Robyn Weintraub,Will Shortz,Normal,2018-11-09,Friday,5,Daily,15925,,4,0,False,,
Will Nediger,Will Shortz,Normal,2018-11-10,Saturday,6,Daily,15928,,4,0,False,,
Eric Berlin,Will Shortz,Normal,2018-11-11,Sunday,0,Daily,15944,Escape Room,17,100,True,,4568
Kathy Bloomer,Will Shortz,Normal,2018-11-12,Monday,1,Daily,15958,,6,100,True,,1051
John Ciolfi,Will Shortz,Normal,2018-11-13,Tuesday,2,Daily,15957,,3,79,False,,1660
Sam Trabucco,Will Shortz,Normal,2018-11-14,Wednesday,3,Daily,15954,,3,0,False,,15
Jeff Chen and Mary Lou Guizzo,Will Shortz,Normal,2018-11-15,Thursday,4,Daily,15952,,3,0,False,,
Kyle Dolan,Will Shortz,Normal,2018-11-16,Friday,5,Daily,15955,,3,0,False,,
Doug Peterson and Erik Agard,Will Shortz,Normal,2018-11-17,Saturday,6,Daily,15953,,3,0,False,,
Joel Fagliano and Byron Walden,Will Shortz,Normal,2018-11-18,Sunday,0,Daily,15956,Portmanfaux,5,0,False,,
Jim Hilger,Will Shortz,Normal,2018-11-19,Monday,1,Daily,15975,,8,100,True,,1631
Zhouqin Burnikel,Will Shortz,Normal,2018-11-20,Tuesday,2,Daily,15976,,3,100,True,,1523
Brandon Koppy,Will Shortz,Normal,2018-11-21,Wednesday,3,Daily,15978,,3,0,False,,
Randolph Ross,Will Shortz,Normal,2018-11-22,Thursday,4,Daily,15979,,13,0,False,,
Temple Brown,Will Shortz,Normal,2018-11-23,Friday,5,Daily,15977,,3,0,False,,
David Steinberg,Will Shortz,Normal,2018-11-24,Saturday,6,Daily,15980,,3,0,False,,
Joon Pahk,Will Shortz,Normal,2018-11-25,Sunday,0,Daily,15981,Silent Finales,5,0,False,,
Evan Kalish,Will Shortz,Normal,2018-11-26,Monday,1,Daily,16008,,3,100,True,Gold,877
Erik Agard,Will Shortz,Normal,2018-11-27,Tuesday,2,Daily,16010,,3,100,True,Gold,1031
David J. Kahn,Will Shortz,Normal,2018-11-28,Wednesday,3,Daily,16006,,3,57,False,,1697
Herre Schouwerwou,Will Shortz,Normal,2018-11-29,Thursday,4,Daily,16014,,15,0,False,,
Robyn Weintraub,Will Shortz,Normal,2018-11-30,Friday,5,Daily,16009,,4,0,False,,
Ryan McCarty,Will Shortz,Normal,2018-12-01,Saturday,6,Daily,16007,,3,0,False,,
Paul Coulter,Will Shortz,Normal,2018-12-02,Sunday,0,Daily,16011,Represent!,27,0,False,,
Lynn Lempel,Will Shortz,Normal,2018-12-03,Monday,1,Daily,16034,,4,100,True,,1348
Peter Gordon,Will Shortz,Normal,2018-12-04,Tuesday,2,Daily,16029,,2,100,True,,1413
Alan Arbesfeld,Will Shortz,Normal,2018-12-05,Wednesday,3,Daily,16028,,3,0,False,,
Sophia Maymudes,Will Shortz,Normal,2018-12-06,Thursday,4,Daily,16030,,3,100,True,,1678
Sam Trabucco,Will Shortz,Normal,2018-12-07,Friday,5,Daily,16032,,3,0,False,,
David Steinberg and Trenton Charlson,Will Shortz,Normal,2018-12-08,Saturday,6,Daily,16031,,3,0,False,,
Ross Trudeau,Will Shortz,Normal,2018-12-09,Sunday,0,Daily,16033,What A Zoo!,6,0,False,,
Alex Eylar,Will Shortz,Normal,2018-12-10,Monday,1,Daily,16084,,2,100,True,,1533
Amanda Chung and Karl Ni,Will Shortz,Normal,2018-12-11,Tuesday,2,Daily,16078,,5,100,True,,1283
David J. Kahn,Will Shortz,Normal,2018-12-12,Wednesday,3,Daily,16082,,3,80,False,,1671
John Westwig,Will Shortz,Normal,2018-12-13,Thursday,4,Daily,16081,,4,0,False,,
Andrew J. Ries,Will Shortz,Normal,2018-12-14,Friday,5,Daily,16080,,3,0,False,,
Erik Agard,Will Shortz,Normal,2018-12-15,Saturday,6,Daily,16079,,4,0,False,,
Sam Ezersky,Will Shortz,Normal,2018-12-16,Sunday,0,Daily,16083,Top Gear,8,0,False,,
Andrea Carla Michaels and Brian Thomas,Will Shortz,Normal,2018-12-17,Monday,1,Daily,16119,,3,100,True,Gold,578
Ross Trudeau,Will Shortz,Normal,2018-12-18,Tuesday,2,Daily,16114,,3,100,True,,1663
Seth A. Abel,Will Shortz,Normal,2018-12-19,Wednesday,3,Daily,16113,,3,0,False,,
Ruth Bloomfield Margolin,Will Shortz,Normal,2018-12-20,Thursday,4,Daily,16116,,3,65,False,,1374
Peter A. Collins,Will Shortz,Normal,2018-12-21,Friday,5,Daily,16117,,3,0,False,,
Joon Pahk,Will Shortz,Normal,2018-12-22,Saturday,6,Daily,16115,,3,0,False,,
David Alfred Bywaters,Will Shortz,Normal,2018-12-23,Sunday,0,Daily,16118,Labor Contract(Ion)s,11,0,False,,
Brendan Emmett Quigley,Will Shortz,Normal,2018-12-24,Monday,1,Daily,16166,,3,100,True,,2104
Bruce Haight,Will Shortz,Normal,2018-12-25,Tuesday,2,Daily,16162,,4,100,True,,2091
Howard Barkin,Will Shortz,Normal,2018-12-26,Wednesday,3,Daily,16165,,5,0,False,,
Jeff Chen and Mary Lou Guizzo,Will Shortz,Normal,2018-12-27,Thursday,4,Daily,16161,,4,0,False,,
David Steinberg,Will Shortz,Normal,2018-12-28,Friday,5,Daily,16163,,3,0,False,,
Robyn Weintraub,Will Shortz,Normal,2018-12-29,Saturday,6,Daily,16164,,3,0,False,,
Luke Vaughn,Will Shortz,Normal,2018-12-30,Sunday,0,Daily,16160,"""No Duh!""",6,0,False,,
Brian Thomas,Will Shortz,Normal,2018-12-31,Monday,1,Daily,16187,,4,100,True,,1001
Gary Cee,Will Shortz,Normal,2019-01-01,Tuesday,2,Daily,16188,,3,100,True,,1264
Jacob Stulberg,Will Shortz,Normal,2019-01-02,Wednesday,3,Daily,16186,,7,0,False,,
Timothy Polin,Will Shortz,Normal,2019-01-03,Thursday,4,Daily,16185,,4,0,False,,
Neil Padrick Wilson,Will Shortz,Normal,2019-01-04,Friday,5,Daily,16189,,4,0,False,,
Andrew Zhou,Will Shortz,Normal,2019-01-05,Saturday,6,Daily,16184,,3,0,False,,
Zhouqin Burnikel,Will Shortz,Normal,2019-01-06,Sunday,0,Daily,16190,Breaking News,7,0,False,,
Andrew Kingsley,Will Shortz,Normal,2019-01-07,Monday,1,Daily,16227,,6,100,True,Gold,1248
Freddie Cheng,Will Shortz,Normal,2019-01-08,Tuesday,2,Daily,16221,,4,100,True,Gold,1369
Trenton Charlson,Will Shortz,Normal,2019-01-09,Wednesday,3,Daily,16223,,6,100,True,,1907
Derek Bowman and Jeff Slutzky,Will Shortz,Normal,2019-01-10,Thursday,4,Daily,16226,,5,0,False,,
Jeff Chen and Jim Horne,Will Shortz,Normal,2019-01-11,Friday,5,Daily,16225,,3,0,False,,
Sam Trabucco,Will Shortz,Normal,2019-01-12,Saturday,6,Daily,16222,,2,0,False,,
Andy Kravis,Will Shortz,Normal,2019-01-13,Sunday,0,Daily,16224,Parlor Tricks,6,0,False,,
Craig Stowe,Will Shortz,Normal,2019-01-14,Monday,1,Daily,16244,,3,100,True,Gold,1055
Samuel A. Donaldson,Will Shortz,Normal,2019-01-15,Tuesday,2,Daily,16239,,4,98,False,,1609
Bruce Haight,Will Shortz,Normal,2019-01-16,Wednesday,3,Daily,16242,,3,80,False,,1595
Ross Trudeau,Will Shortz,Normal,2019-01-17,Thursday,4,Daily,16238,,3,0,False,,
Andrew J. Ries,Will Shortz,Normal,2019-01-18,Friday,5,Daily,16241,,3,0,False,,
Erik Agard and Paolo Pasco,Will Shortz,Normal,2019-01-19,Saturday,6,Daily,16240,,3,0,False,,
Richard Crowe,Will Shortz,Normal,2019-01-20,Sunday,0,Daily,16243,Question Of Responsibility,9,0,False,,
Sean Biggins,Will Shortz,Normal,2019-01-21,Monday,1,Daily,16258,,4,100,True,,1306
Jeff Chen and John E. Bennett,Will Shortz,Normal,2019-01-22,Tuesday,2,Daily,16256,,3,72,False,,1107
Amanda Chung and Karl Ni,Will Shortz,Normal,2019-01-23,Wednesday,3,Daily,16253,,2,0,False,,
Stu Ockman,Will Shortz,Normal,2019-01-24,Thursday,4,Daily,16252,,3,0,False,,
Zhouqin Burnikel,Will Shortz,Normal,2019-01-25,Friday,5,Daily,16254,,3,0,False,,
Grant Thackray,Will Shortz,Normal,2019-01-26,Saturday,6,Daily,16257,,3,0,False,,
Randolph Ross,Will Shortz,Normal,2019-01-27,Sunday,0,Daily,16255,Unemployment Lines,20,0,False,,
Thomas van Geel,Will Shortz,Normal,2019-01-28,Monday,1,Daily,16275,,2,100,True,Gold,1424
Benjamin Kramer,Will Shortz,Normal,2019-01-29,Tuesday,2,Daily,16272,,2,100,True,Gold,1163
Emily Carroll,Will Shortz,Normal,2019-01-30,Wednesday,3,Daily,16277,,4,100,True,,2534
Peter A. Collins,Will Shortz,Normal,2019-01-31,Thursday,4,Daily,16274,,9,35,False,,1326
Ori Brian,Will Shortz,Normal,2019-02-01,Friday,5,Daily,16273,,2,0,False,,
David Steinberg,Will Shortz,Normal,2019-02-02,Saturday,6,Daily,16271,,2,0,False,,
Natan Last,Will Shortz,Normal,2019-02-03,Sunday,0,Daily,16276,Ejection Letters,7,0,False,,
Ali Gascoigne,Will Shortz,Normal,2019-02-04,Monday,1,Daily,16293,,2,100,True,Gold,1132
Erik Agard,Will Shortz,Normal,2019-02-05,Tuesday,2,Daily,16292,,3,100,True,Gold,799
Alex Eaton-Salners and Queena Mewers,Will Shortz,Normal,2019-02-06,Wednesday,3,Daily,16289,,11,100,True,,1529
Morton J. Mendelson,Will Shortz,Normal,2019-02-07,Thursday,4,Daily,16288,,2,0,False,,
John Guzzetta and Michael Hawkins,Will Shortz,Normal,2019-02-08,Friday,5,Daily,16290,,2,0,False,,
Ryan McCarty,Will Shortz,Normal,2019-02-09,Saturday,6,Daily,16291,,2,0,False,,
Lee Taylor,Will Shortz,Normal,2019-02-10,Sunday,0,Daily,16287,That's A Mouthful,9,0,False,,
Howard Barkin,Will Shortz,Normal,2019-02-11,Monday,1,Daily,16334,,4,100,True,Gold,614
Tom Pepper,Will Shortz,Normal,2019-02-12,Tuesday,2,Daily,16332,,7,100,True,,2059
Ross Trudeau,Will Shortz,Normal,2019-02-13,Wednesday,3,Daily,16336,,3,100,True,,1996
Jeff Chen and John E. Bennett,Will Shortz,Normal,2019-02-14,Thursday,4,Daily,16337,,3,0,False,,
Wyna Liu,Will Shortz,Normal,2019-02-15,Friday,5,Daily,16335,,3,0,False,,
John Lieb and Andrew Kingsley,Will Shortz,Normal,2019-02-16,Saturday,6,Daily,16333,,3,0,False,,
David Kwong,Will Shortz,Normal,2019-02-17,Sunday,0,Daily,16338,Trivial Matters,8,0,False,,
Andrea Carla Michaels and Leslie Rogers,Will Shortz,Normal,2019-02-18,Monday,1,Daily,16352,,12,100,True,Gold,622
David Alfred Bywaters,Will Shortz,Normal,2019-02-19,Tuesday,2,Daily,16357,,3,100,True,,1889
Byron Walden,Will Shortz,Normal,2019-02-20,Wednesday,3,Daily,16358,,5,100,True,,1233
Sam Trabucco,Will Shortz,Normal,2019-02-21,Thursday,4,Daily,16356,,3,0,False,,
Daniel Nierenberg,Will Shortz,Normal,2019-02-22,Friday,5,Daily,16355,,2,0,False,,
Sam Ezersky,Will Shortz,Normal,2019-02-23,Saturday,6,Daily,16353,,3,0,False,,
Erik Agard,Will Shortz,Normal,2019-02-24,Sunday,0,Daily,16354,Everything Evens Out In The End,6,0,False,,
Peter Gordon,Will Shortz,Normal,2019-02-25,Monday,1,Daily,16380,,4,100,True,Gold,638
Alex Vratsanos,Will Shortz,Normal,2019-02-26,Tuesday,2,Daily,16378,,9,97,False,,2030
Will Nediger,Will Shortz,Normal,2019-02-27,Wednesday,3,Daily,16375,,2,100,True,,2066
Randolph Ross,Will Shortz,Normal,2019-02-28,Thursday,4,Daily,16374,,7,0,False,,
Zhouqin Burnikel,Will Shortz,Normal,2019-03-01,Friday,5,Daily,16376,,3,0,False,,
Peter A. Collins,Will Shortz,Normal,2019-03-02,Saturday,6,Daily,16379,,3,0,False,,20
Tony Orbach and Andrea Carla Michaels,Will Shortz,Normal,2019-03-03,Sunday,0,Daily,16377,D.J.'s Spinnin',8,0,False,,
Ellis Hay,Bill Shortz,Normal,2019-03-04,Monday,1,Daily,16398,,4,100,True,,1582
Joe Deeney,Will Shortz,Normal,2019-03-05,Tuesday,2,Daily,16394,,3,100,True,,1822
Erik Agard and Mary Lou Guizzo,Will Shortz,Normal,2019-03-06,Wednesday,3,Daily,16396,,3,0,False,,
Brian Thomas,Will Shortz,Normal,2019-03-07,Thursday,4,Daily,16392,,3,0,False,,
David Steinberg,Will Shortz,Normal,2019-03-08,Friday,5,Daily,16397,,9,0,False,,
Sam Trabucco,Will Shortz,Normal,2019-03-09,Saturday,6,Daily,16395,,3,0,False,,
Adam Fromm,Will Shortz,Normal,2019-03-10,Sunday,0,Daily,16393,Math Hysteria,16,0,False,,
Trent H. Evans,Will Shortz,Normal,2019-03-11,Monday,1,Daily,16419,,10,100,True,,1176
Jules Markey,Will Shortz,Normal,2019-03-12,Tuesday,2,Daily,16418,,11,87,False,,1720
Jeffrey Wechsler,Will Shortz,Normal,2019-03-13,Wednesday,3,Daily,16417,,3,0,False,,
Will Nediger and Nancy Stark,Will Shortz,Normal,2019-03-14,Thursday,4,Daily,16416,,2,0,False,,
Jamey Smith,Will Shortz,Normal,2019-03-15,Friday,5,Daily,16415,,2,0,False,,
Andrew J. Ries,Will Shortz,Normal,2019-03-16,Saturday,6,Daily,16414,,2,0,False,,
Jeff Chen and Sophia Maymudes,Will Shortz,Normal,2019-03-17,Sunday,0,Daily,16420,That's Another Story,5,0,False,,
Zhouqin Burnikel,Will Shortz,Normal,2019-03-18,Monday,1,Daily,16458,,3,100,True,Gold,1499
Daniel Larsen,Will Shortz,Normal,2019-03-19,Tuesday,2,Daily,16456,,9,100,True,,1633
Erik Agard and Karl Ni and  Amanda Chung,Will Shortz,Normal,2019-03-20,Wednesday,3,Daily,16457,,4,98,False,,2557
Christopher Adams,Will Shortz,Normal,2019-03-21,Thursday,4,Daily,16455,,11,0,False,,
Brendan Emmett Quigley,Will Shortz,Normal,2019-03-22,Friday,5,Daily,16453,,3,0,False,,
David Steinberg,Will Shortz,Normal,2019-03-23,Saturday,6,Daily,16454,,6,0,False,,
Trenton Charlson,Will Shortz,Normal,2019-03-24,Sunday,0,Daily,16459,Code Switching,5,0,False,,
Andrea Carla Michaels and Kevin Christian,Will Shortz,Normal,2019-03-25,Monday,1,Daily,16469,,3,100,True,,1116
Zhouqin Burnikel,Will Shortz,Normal,2019-03-26,Tuesday,2,Daily,16466,,3,100,True,Gold,964
Michael Hawkins,Will Shortz,Normal,2019-03-27,Wednesday,3,Daily,16467,,3,100,True,,1924
Damon Gulczynski,Will Shortz,Normal,2019-03-28,Thursday,4,Daily,16464,,3,42,False,,797
Martin Ashwood-Smith,Will Shortz,Normal,2019-03-29,Friday,5,Daily,16463,,3,0,False,,
Greg Johnson,Will Shortz,Normal,2019-03-30,Saturday,6,Daily,16468,,3,0,False,,8
Andrew J. Ries,Will Shortz,Normal,2019-03-31,Sunday,0,Daily,16465,Take One For The Team,8,0,False,,22
Joel Fagliano,Will Shortz,Normal,2019-04-01,Monday,1,Daily,16491,,3,100,True,Gold,936
Deb Amlen and Natasha Lyonne,Will Shortz,Normal,2019-04-02,Tuesday,2,Daily,16487,,16,100,True,,1938
Ross Trudeau,Will Shortz,Normal,2019-04-03,Wednesday,3,Daily,16488,,5,91,False,,1446
Lewis Rothlein,Will Shortz,Normal,2019-04-04,Thursday,4,Daily,16486,,3,0,False,,
Ryan McCarty,Will Shortz,Normal,2019-04-05,Friday,5,Daily,16490,,3,0,False,,
Ned White,Will Shortz,Normal,2019-04-06,Saturday,6,Daily,16485,,3,0,False,,
Peter A. Collins,Will Shortz,Normal,2019-04-07,Sunday,0,Daily,16489,Help!,6,0,False,,
Tracy Gray and Jeff Chen,Will Shortz,Normal,2019-04-08,Monday,1,Daily,16529,,7,100,True,Gold,728
Alex Eaton-Salners,Will Shortz,Normal,2019-04-09,Tuesday,2,Daily,16524,,5,100,True,,3589
Alan Arbesfeld,Will Shortz,Normal,2019-04-10,Wednesday,3,Daily,16523,,5,50,False,,1218
Brendan Emmett Quigley,Will Shortz,Normal,2019-04-11,Thursday,4,Daily,16525,,6,0,False,,
Howard Barkin,Will Shortz,Normal,2019-04-12,Friday,5,Daily,16527,,3,0,False,,6
Debbie Ellerin,Will Shortz,Normal,2019-04-13,Saturday,6,Daily,16526,,4,0,False,,
Will Nediger,Will Shortz,Normal,2019-04-14,Sunday,0,Daily,16528,Left/Right Symmetry,6,0,False,,
Samuel A. Donaldson and Patrick Blindauer,Will Shortz,Normal,2019-04-15,Monday,1,Daily,16546,,2,100,True,,967
Gary Cee,Will Shortz,Normal,2019-04-16,Tuesday,2,Daily,16544,,3,100,True,,1954
Erik Agard and Alison Ohringer,Will Shortz,Normal,2019-04-17,Wednesday,3,Daily,16543,,3,0,False,,
Alex Eaton-Salners,Will Shortz,Normal,2019-04-18,Thursday,4,Daily,16540,,5,0,False,,
Caleb Madison,Will Shortz,Normal,2019-04-19,Friday,5,Daily,16545,,3,0,False,,
Kevin Adamick,Will Shortz,Normal,2019-04-20,Saturday,6,Daily,16541,,3,0,False,,
Grant Thackray,Will Shortz,Normal,2019-04-21,Sunday,0,Daily,16542,The Inside Story,14,0,False,,
Bruce Haight,Will Shortz,Normal,2019-04-22,Monday,1,Daily,16593,,3,100,True,Gold,1220
Amanda Chung and Karl Ni,Will Shortz,Normal,2019-04-23,Tuesday,2,Daily,16592,,5,100,True,,1269
Evan Mahnken,Will Shortz,Normal,2019-04-24,Wednesday,3,Daily,16591,,3,0,False,,
Jon Olsen,Will Shortz,Normal,2019-04-25,Thursday,4,Daily,16588,,9,0,False,,
Kyle Dolan,Will Shortz,Normal,2019-04-26,Friday,5,Daily,16590,,3,0,False,,
Joe Deeney,Will Shortz,Normal,2019-04-27,Saturday,6,Daily,16589,,2,0,False,,
Brendan Emmett Quigley,Will Shortz,Normal,2019-04-28,Sunday,0,Daily,16594,Words Of Introduction,5,0,False,,
Andrew Kingsley,Will Shortz,Normal,2019-04-29,Monday,1,Daily,16611,,6,100,True,,924
Erik Agard,Will Shortz,Normal,2019-04-30,Tuesday,2,Daily,16606,,8,100,True,,1613
Joel Fagliano,Will Shortz,Normal,2019-05-01,Wednesday,3,Daily,16610,,5,0,False,,
Julie Bérubé,Will Shortz,Normal,2019-05-02,Thursday,4,Daily,16607,,4,0,False,,
Trenton Charlson,Will Shortz,Normal,2019-05-03,Friday,5,Daily,16605,,3,0,False,,
Mark Diehl,Will Shortz,Normal,2019-05-04,Saturday,6,Daily,16608,,12,0,False,,
Doug Peterson and Samuel A. Donaldson,Will Shortz,Normal,2019-05-05,Sunday,0,Daily,16609,Paper Work,8,0,False,,
Peter Gordon,Will Shortz,Normal,2019-05-06,Monday,1,Daily,16659,,4,100,True,,1190
Ross Trudeau,Will Shortz,Normal,2019-05-07,Tuesday,2,Daily,16660,,3,100,True,,1512
Stu Ockman,Will Shortz,Normal,2019-05-08,Wednesday,3,Daily,16657,,5,92,False,,1257
Lewis Rothlein,Will Shortz,Normal,2019-05-09,Thursday,4,Daily,16658,,4,0,False,,
Andrew J. Ries,Will Shortz,Normal,2019-05-10,Friday,5,Daily,16656,,3,0,False,,
Robyn Weintraub,Will Shortz,Normal,2019-05-11,Saturday,6,Daily,16655,,4,0,False,,
Victor Barocas,Will Shortz,Normal,2019-05-12,Sunday,0,Daily,16661,Measure For Measure,8,0,False,,
Gary Larson,Will Shortz,Normal,2019-05-13,Monday,1,Daily,16678,,3,100,True,,1016
Damon Gulczynski,Will Shortz,Normal,2019-05-14,Tuesday,2,Daily,16676,,8,100,True,,1769
Zhouqin Burnikel,Will Shortz,Normal,2019-05-15,Wednesday,3,Daily,16675,,4,100,True,,1773
Jeff Chen,Will Shortz,Normal,2019-05-16,Thursday,4,Daily,16674,,3,0,False,,
Adam Fromm,Will Shortz,Normal,2019-05-17,Friday,5,Daily,16672,,3,0,False,,
Erik Agard and Andy Kravis,Will Shortz,Normal,2019-05-18,Saturday,6,Daily,16673,,3,0,False,,
Natan Last,Will Shortz,Normal,2019-05-19,Sunday,0,Daily,16677,Hook-Ups,5,0,False,,
